中药材	中药材
别名	小远志
别名	黄瓜仁草
别名	丁蒿
别名	苦远志
别名	金锁匙
别名	神砂草
中药名	刘寄奴
别名	金寄奴
别名	白花尾
别名	炭炭包
别名	六月雪
别名	苦连婆
中药名	冬凌草
别名	山香草
别名	破血丹
别名	雪花草
别名	野藿香
别名	六月令
中药名	半枝莲
别名	狭叶韩信草
别名	急解索
别名	细米草
别名	偏头草
别名	半向花
别名	四方草
别名	通经草
别名	牙刷草
别名	耳挖草
中药名	半边莲
别名	细米草
别名	半边花
别名	急解索
别名	半边菊
别名	金菊草
别名	箭豆草
中药名	广山药
别名	广淮山
别名	淮山
别名	淮山药
别名	小薯
别名	薯仔
别名	山板薯
中药名	白花丹
别名	假茉莉
别名	白雪花
别名	天槟榔
中药名	白英
别名	白毛藤
别名	金钱绿毛龟
别名	望冬红
别名	毛葫芦
中药名	仙鹤草
别名	龙芽草
别名	脱力草
别名	狼牙草
别名	群兰败毒草
别名	老鹳嘴
中药名	北刘寄奴
别名	金钟茵陈
别名	吹风草
别名	鬼麻油
别名	土茵陈
中药名	叶象花
别名	细叶叶上花
别名	一品红
别名	叶上花
中药名	石韦
别名	石剑
别名	石兰
别名	蛇舌风
中药名	乌蔹莓
别名	五爪藤
别名	野葡萄藤
别名	五叶莓
中药名	车前草
别名	蛤蟆草
别名	生舌草
别名	车轮草
别名	驴耳朵菜
别名	地胆头
别名	饭匙草
别名	灰盆草
中药名	长春花
别名	日日新
别名	四时花
别名	五色梅
中药名	木贼
别名	锉草
别名	笔头草
别名	节节草
别名	无心草
别名	笔管草
中药名	瓦松
别名	向天草
别名	瓦花
别名	瓦塔
别名	天蓬草
别名	石蓬花
别名	狗指甲
中药名	红丝线
别名	观音草
别名	山蓝
别名	红蓝
别名	野靛青
别名	九头狮子草
中药名	天胡荽
别名	满天星
别名	破铜钱
别名	盘上芫茜
别名	鸡肠菜
别名	破钱草
别名	鼠迹草
中药名	马鞭草
别名	燕尾草
别名	马鞭梢
别名	蜻蜓草
别名	龙芽草
别名	退血草
别名	白马鞭
中药名	马兰
别名	紫菊
别名	马兰菊
别名	路边菊
中药名	广金钱草
别名	广东金钱草
别名	落地金钱
别名	假地豆
别名	假花生
中药名	广藿香
别名	海藿香
别名	土藿香
别名	排香草
别名	大叶薄荷
别名	兜娄婆
中药名	千里光
别名	九里明
别名	千里急
别名	眼明草
别名	九龙光
别名	百花草
中药名	小驳骨
别名	驳骨丹
别名	接骨草
别名	小还魂
别名	小叶金不换
中药名	小蓟
别名	刺儿菜
别名	青青菜
别名	野红花
别名	刺蓟菜
别名	刺角菜
别名	刺儿草
中药名	大蓟
别名	大刺儿菜
别名	大刺盖
别名	老虎脷
别名	马蓟
别名	刺蓟
别名	草鞋刺
中药名	土荆芥
别名	鹅脚草
别名	臭草
别名	火油草
中药名	三白草
别名	五路叶白
别名	白水鸡
别名	塘边藕
别名	水木通
别名	白花照水莲
别名	白叶莲
中药名	一枝黄花
别名	金锁匙
别名	蛇头王
别名	满山王
别名	野黄菊
别名	洒金花
别名	黄花细辛
别名	肺痈草
中药名	覆盆子
别名	乌藨子
别名	覆盆
别名	小托盘
别名	山泡
别名	竻蔗子
中药名	山木通
别名	搜山虎
别名	老虎须
别名	黑根
别名	冲倒山
别名	万年藤
中药名	鹤虱
别名	鹄虱
别名	鬼虱
别名	北鹤虱
中药名	薏苡仁
别名	苡仁
别名	薏米
别名	草珠儿
别名	薏珠子
别名	回回米
中药名	蕤仁
别名	马茄子
别名	扁核木
别名	茹茹
别名	蕤子
别名	马茹子
别名	蕤核仁
别名	蕤核
中药名	樱桃核
别名	樱桃米
中药名	罂粟壳
别名	罂子粟壳
别名	御米壳
别名	米壳
别名	米皮
别名	粟壳
中药名	蔓荆子
别名	荆子
别名	蔓荆实
别名	蔓青子
别名	万荆子
中药名	酸枣仁
别名	酸枣核
别名	山枣
别名	棘酸枣
别名	酸枣子
中药名	榧子
别名	榧实
别名	玉山果
别名	赤果
别名	玉榧
别名	香榧
别名	枝子
中药名	葶苈子
别名	丁历
别名	眉毛蒿
别名	婆婆蒿
别名	米米蒿
别名	大逋
别名	大室
中药名	锦灯笼
别名	挂金灯
别名	灯笼果
别名	红姑娘
别名	天泡果
别名	酸浆实
别名	灯笼儿
别名	王母珠
中药名	蒺藜
别名	狗娃刺
别名	茨
别名	旁通
别名	硬蒺藜
别名	血见愁
别名	野菱角
别名	刺蒺藜
别名	三角蒺藜
中药名	蓖麻子
别名	蓖麻仁
别名	大麻子
别名	红大麻子
中药名	喜树果
别名	喜果
别名	千丈树
别名	水栗子
别名	天梓树
别名	水桐树
别名	旱莲
别名	水桐树
别名	野芭蕉
中药名	槐角
别名	槐子
别名	槐实
别名	槐荚
别名	槐豆
中药名	羊耳菊
别名	大力王
别名	猪耳风
别名	过山香
别名	白羊耳
别名	白牛胆
别名	金边草
别名	大刀药
别名	白背风
中药名	黑芝麻
别名	芝麻
别名	油麻
别名	巨胜
别名	胡麻
别名	狗虱
别名	脂麻
中药名	绿豆
别名	青小豆
中药名	紫苏子
别名	苏子
别名	黑苏子
别名	铁苏子
别名	任子
中药名	葱子
别名	葱实
中药名	楮实子
别名	楮树
别名	谷桑
别名	楮桃
别名	角树子
别名	野杨梅子
别名	构泡
中药名	猕猴桃
别名	藤梨
别名	木子
别名	猕猴梨
别名	羊桃
中药名	山菅兰
别名	山猫儿
别名	桔梗兰
别名	假射干
别名	蛇王修
别名	山交剪
中药名	甜瓜蒂
别名	瓜蒂
别名	瓜丁
别名	苦丁香
别名	甜瓜把
中药名	甜瓜子
别名	甘瓜子
别名	甜瓜仁
别名	甜瓜瓣
中药名	蛇床子
别名	野茴香
别名	野胡萝卜子
别名	蛇米
别名	蛇珠
别名	蛇粟
别名	蛇床仁
中药名	黄荆子
别名	布荆子
别名	黄金子
中药名	菟丝子
别名	菟丝实
别名	吐丝子
别名	黄藤子
中药名	梧桐子
别名	瓢儿果
别名	桐麻豌
别名	凤眼果
别名	红花果
中药名	桑椹
别名	桑葚
别名	桑果
别名	黑椹
别名	文武实
中药名	预知子
别名	八月札
别名	八月炸
别名	八月瓜
别名	燕覆子
别名	八月楂
别名	压惊子
别名	拉拉果
中药名	娑罗子
别名	开心果
别名	猴板栗
别名	婆罗子
别名	苏罗子
别名	索罗果
别名	仙栗
中药名	益智
别名	益智子
别名	益智仁
别名	摘芋子
中药名	浮小麦
别名	浮麦
中药名	莲子
别名	莲肉
别名	莲实
别名	莲蓬子
别名	水芝丹
中药名	莱菔子
别名	莱菔
别名	萝卜子
别名	芦菔子
中药名	核桃仁
别名	核桃
别名	胡桃仁
别名	胡桃肉
中药名	桃仁
别名	毛桃仁
别名	扁桃仁
别名	大桃仁
中药名	急性子
别名	金凤花子
别名	凤仙子
中药名	胖大海
别名	大洞果
别名	南安子
别名	胡大海
别名	通大海
中药名	香橼
别名	枸橼
别名	钩缘干
别名	佛手柑
别名	香泡树
别名	香橼柑
中药名	韭菜子
别名	韭子
别名	韭采仁
中药名	鸦胆子
别名	老鸦胆
别名	苦参子
别名	鸦蛋子
别名	小苦楝
中药名	牵牛子
别名	二丑
别名	黑丑
别名	白丑
别名	草金铃
别名	金铃
别名	黑牵牛
别名	白牵牛
中药名	砂仁
别名	缩砂仁
别名	缩沙密
别名	缩砂蓉
中药名	南鹤虱
别名	窃衣子
别名	野萝卜子
别名	鹤虱
中药名	南五味子
别名	香苏
别名	红铃子
别名	玄及
别名	会及
别名	五梅子
别名	山花椒
中药名	南瓜子
别名	南瓜仁
别名	白瓜子
别名	金瓜米
别名	窝瓜子
中药名	茺蔚子
别名	益母子
别名	冲玉子
别名	益母草子
别名	小胡麻
别名	苦草子
中药名	荔枝核
别名	荔仁
别名	枝核
别名	大荔核
别名	荔仁
中药名	草果
别名	草果仁
别名	草果子
别名	老蔻
中药名	土牛膝
别名	牛舌头
别名	倒扣草
别名	倒钩草
别名	倒勒草
别名	铁马鞭
中药名	荜澄茄
别名	澄茄
别名	毕澄茄
别名	毕茄
别名	山胡椒
别名	味辣子
别名	山苍子
别名	木姜子
别名	臭樟子
中药名	荜茇
别名	荜拨
别名	荜拨梨
别名	椹圣
别名	鼠尾
中药名	葫芦
别名	壶卢
别名	匏瓜
别名	甜瓠
别名	腰舟
别名	葫芦瓜
中药名	胡芦巴
别名	葫芦巴
别名	苦豆
别名	胡巴
别名	季豆
别名	香豆子
别名	芦巴子
别名	芦芭
中药名	胡椒
别名	玉椒
别名	味履支
别名	浮椒
中药名	柿蒂
别名	柿钱
别名	柿丁
别名	柿子把
别名	柿萼
中药名	枸杞子
别名	西枸杞
别名	中宁枸杞
别名	山枸杞
别名	杞红实
别名	甜菜子
中药名	栀子
别名	黄栀子
别名	山栀子
别名	大红栀
别名	越桃
中药名	大驳骨
别名	大接骨草
别名	偏肿鸭嘴花
别名	黑叶爵床
别名	大接骨
别名	救命王
别名	大还魂
中药名	丝瓜络
别名	水瓜络
别名	天萝筋
别名	丝瓜网
别名	丝瓜瓤
别名	丝瓜布
别名	天罗线
别名	丝瓜筋
别名	千层楼
中药名	枳椇子
别名	拐枣
别名	枳枣
别名	棘枸
别名	鸡爪梨
别名	树蜜
别名	鸡爪果
别名	木蜜
别名	蜜屈律
别名	还阳藤
中药名	枳实
别名	炒枳实
别名	鹅眼枳实
中药名	枳壳
别名	炒枳实
别名	只壳
别名	商壳
中药名	柏子仁
别名	柏实
别名	柏子
别名	侧柏子
别名	柏仁
中药名	金樱子
别名	刺榆子
别名	山石榴
别名	金壶瓶
中药名	苘麻子
别名	苘实
别名	空麻子
别名	磨盘树子
别名	冬葵子
中药名	苦杏仁
别名	山杏仁
别名	杏仁
别名	杏核仁
别名	杏子
别名	木落子
别名	杏梅仁
中药名	苦瓜
别名	锦荔枝
别名	癞葡萄
别名	红姑娘
别名	凉瓜
中药名	郁李仁
别名	乌拉奈仁
别名	小李仁
中药名	青葙子
别名	草决明
别名	牛尾花子
别名	狗尾巴子
别名	野鸡冠花子
中药名	青果
别名	橄榄子
别名	白榄
别名	黄榄果
别名	忠果
别名	黄榄
中药名	青皮
别名	青橘皮
别名	青柑皮
中药名	山芝麻
别名	野芝麻
别名	假芝麻
别名	白头公
别名	苦麻
别名	大山麻
别名	石秤砣
别名	山油麻
中药名	土人参
别名	锥花土人参
别名	假人参
别名	飞来参
别名	参草
别名	土洋参
中药名	陈皮
别名	广陈皮
别名	陈橘皮
别名	橘子皮
别名	橘皮
别名	红皮
别名	广橘皮
中药名	补骨脂
别名	破故纸
别名	胡韭子
别名	婆固脂
别名	补骨鸱
别名	黑故子
中药名	诃子
别名	诃黎勒
别名	诃黎
别名	随风子
别名	诃梨
中药名	沙棘
别名	酸棘
别名	醋柳果
别名	酸溜溜
别名	达尔
别名	沙枣
中药名	余甘子
别名	余甘
别名	庵摩勒
别名	庵摩落迦果
别名	土橄榄
别名	望果
别名	油甘子
别名	牛甘子
中药名	猪牙皂
别名	猪牙皂角
别名	牙皂
别名	乌犀
别名	小皂
别名	眉皂
别名	小皂荚
中药名	佛手
别名	广佛手
别名	佛手果
别名	五指柑
别名	佛手柑
别名	密罗柑
中药名	连翘
别名	落翘
别名	黄花条
别名	黄链条花
中药名	芡实
别名	鸡头米
别名	水流黄
别名	鸡头果
别名	苏黄
别名	黄实
别名	鸡嘴莲
中药名	芥子
别名	芥菜子
别名	青菜子
别名	黄芥子
中药名	苍耳子
别名	苍子
别名	胡苍子
别名	牛虱子
别名	苍郎种
别名	苍耳实
别名	苍棵子
别名	老苍子
中药名	花椒
别名	秦椒
别名	蜀椒
别名	川椒
中药名	芸薹子
别名	油菜籽
别名	芸苔子
别名	芸薹籽
中药名	吴茱萸
别名	吴萸
别名	左力
别名	曲药子
别名	气辣子
别名	漆辣子
别名	优辣子
中药名	红豆蔻
别名	红豆
别名	红蔻
别名	良姜子
别名	红扣
中药名	决明子
别名	假绿豆
别名	细叶猪屎豆
别名	马蹄决明
别名	还瞳子
别名	夜拉子
中药名	竹叶椒
别名	山椒
别名	狗花椒
别名	花胡椒
别名	鸡椒
中药名	母丁香
别名	鸡舌香
别名	雌丁香
别名	亭炅独生
中药名	西瓜皮
别名	西瓜青
别名	西瓜翠衣
别名	西瓜翠
中药名	亚麻子
别名	胡麻子
别名	亚麻仁
别名	壁虱胡麻
别名	大胡麻
中药名	地肤子
别名	扫帚菜
别名	扫帚苗
别名	地葵
别名	地麦
别名	益明
别名	落帚子
别名	竹帚子
别名	铁扫把子
别名	扫帚子
中药名	冬葵果
别名	葵子
别名	葵菜子
别名	冬苋菜
别名	滑滑菜
别名	土黄芪
中药名	冬瓜皮
别名	白瓜
别名	白冬瓜
别名	枕瓜
别名	白瓜皮
别名	白东瓜皮
中药名	白扁豆
别名	扁豆
别名	藊豆
别名	南扁豆
别名	蛾眉豆
别名	眉豆
中药名	白果
别名	银杏核
别名	公孙树子
别名	鸭脚树子
别名	灵眼
别名	佛指甲
中药名	龙眼肉
别名	龙眼
别名	元眼肉
别名	桂圆
别名	龙眼干
中药名	石榴皮
别名	石榴壳
别名	安石榴
别名	酸石榴皮
中药名	水红花子
别名	水荭子
别名	荭草实
别名	河蓼子
中药名	巴豆
别名	毒鱼子
别名	巴仁
别名	巴果
别名	刚子
别名	江子
别名	老阳子
别名	芒子
别名	药子仁
中药名	粤丝瓜络
别名	天丝瓜
别名	蛮瓜
别名	瓜络
别名	广东丝瓜络
别名	粤砌瓜
中药名	火麻仁
别名	大麻仁
别名	麻子
中药名	乌梅
别名	梅实
别名	熏梅
别名	桔梅肉
中药名	化橘红
别名	毛橘红
别名	橘红皮
别名	光七爪
别名	化州橘红
别名	柚皮橘红
别名	柚类橘红
别名	兴化红
中药名	牛蒡子
别名	大力子
别名	恶实
别名	鼠粘子
别名	鼠尖子
中药名	车前子
别名	车前实
别名	凤眼前仁
别名	耳朵穗子
中药名	木鳖子
别名	木蟹
别名	土木鳖
别名	壳木鳖
别名	漏苓子
别名	地桐子
中药名	木蝴蝶
别名	破布子
别名	白故纸
别名	白千层
别名	千张纸
别名	玉蝴蝶
别名	云故纸
中药名	无患子
别名	油患子
别名	苦患子
别名	洗手果
别名	油珠子
别名	菩提子
中药名	广东王不留行
别名	薜荔果
别名	馒头果
别名	凉粉果
别名	留行壳
中药名	七叶一枝花
别名	蚤休
别名	草河车
别名	金线重楼
别名	独角莲
中药名	无花果
别名	天生子
别名	文仙果
别名	奶浆果
中药名	天仙子
别名	莨菪子
别名	牙痛子
别名	莨茸子
中药名	王不留行
别名	不留子
别名	牡牛
别名	奶米
别名	王不留
别名	麦蓝子
别名	剪金子
别名	留行子
中药名	马蔺子
别名	荔实
别名	马楝子
别名	马莲子
别名	蠡实
中药名	马兜铃
别名	兜铃
别名	马兜零
别名	臭铃铛
别名	水马香果
别名	臭拉秧子
别名	独行根
中药名	马钱子
别名	番木鳖
别名	苦实
别名	马前
别名	马前子
中药名	小茴香
别名	茴香
别名	土茴香
别名	野茴香
中药名	女贞子
别名	冬青子
别名	女贞实
别名	白蜡树子
别名	鼠梓子
中药名	千金子
别名	千两金
别名	菩萨豆
别名	续随子
中药名	川楝子
别名	金铃子
别名	苦楝子
别名	楝子
别名	楝树果
别名	川楝树子
别名	川楝实
中药名	山茱萸
别名	薯枣
别名	鸡足
别名	山萸肉
别名	实枣
别名	肉枣
别名	萸肉
别名	药枣
中药名	山楂
别名	山里红果
别名	鼠楂
别名	粱梅
别名	北山楂
中药名	大腹皮
别名	大腹毛
别名	槟榔皮
别名	槟榔壳
别名	茯毛
别名	槟榔衣
别名	大腹绒
中药名	大风子
别名	大枫子
别名	麻风子
中药名	大枣
别名	枣
别名	干枣
别名	美枣
别名	良枣
别名	红枣
中药名	糯稻根
别名	糯稻根须
别名	稻根须
别名	糯谷根
别名	糯稻草根
中药名	八角茴香
别名	大茴香
别名	八角
别名	大料
别名	八角珠
中药名	刀豆
别名	挟剑豆
别名	刀豆子
别名	大刀豆
别名	刀鞘豆
别名	大戈豆
中药名	菝葜
别名	金刚头
别名	金刚根
别名	假萆薢
别名	金刚刺
别名	冷饭巴
中药名	藕节
别名	光藕节
别名	藕节疤
中药名	薤白
别名	薤根
别名	蕌头
别名	小独蒜
别名	野蒜
别名	薤白头
中药名	藜芦
别名	葱苒
别名	葱葵
别名	梨卢
别名	山葱
别名	七厘丹
中药名	藁本
别名	西芎
别名	香藁本
别名	秦芎
中药名	漏芦
别名	祁州漏芦
别名	野兰
别名	和尚头
中药名	萱草根
别名	漏芦果
别名	黄花菜根
别名	竹叶麦冬
中药名	紫草
别名	紫草根
别名	软紫草
别名	紫根
别名	紫丹
别名	地血
中药名	鹿药
别名	九层楼
别名	盘龙七
别名	偏头七
别名	山糜子
中药名	绵萆薢
别名	萆薢
别名	粉萆薢
别名	白菝葜
别名	白萆薢
别名	竹木
别名	百枝
别名	土薯蓣
别名	麻甲头
中药名	葱白
别名	葱茎白
别名	葱白头
中药名	紫苑
别名	紫菀
别名	青菀
别名	辫紫苑
别名	软紫苑
别名	返魂草根
中药名	续断
别名	北续断
别名	接骨草
别名	南草
别名	鼓锤草
别名	和尚头
中药名	葛根
别名	干葛
别名	葛条
别名	粉葛
别名	甘葛
中药名	麻黄根
别名	苦椿菜
中药名	商陆
别名	花商陆
别名	见肿消
别名	下山虎
别名	土母鸡
中药名	常山
别名	鸡骨常山
别名	黄常山
别名	恒山
别名	树盘根
别名	互草
别名	翻胃木
别名	大金刀
别名	摆子药
中药名	黄药子
别名	黄独
别名	黄金山药
别名	黄药根
中药名	黄连
别名	黄莲
别名	王连
别名	味连
别名	川连
别名	鸡爪连
中药名	黄芩
别名	山茶根
别名	黄芩茶
别名	小黄芩
中药名	浙贝母
别名	象贝
别名	大贝
别名	珠贝
中药名	拳参
别名	紫参
别名	山虾子
别名	疙瘩参
别名	牡蒙
别名	众戎
别名	童肠
中药名	高良姜
别名	小良姜
别名	蛮姜
别名	奇凉姜
别名	良姜
别名	佛手根
别名	海良姜
中药名	狼毒
别名	白狼毒
别名	黄皮狼毒
别名	猫眼睛
中药名	徐长卿
别名	鬼督邮
别名	别仙踪
别名	土细辛
别名	料叼竹
别名	一枝箭
别名	三百根
中药名	射干
别名	乌扇
别名	扁竹
别名	寸干
别名	金绞剪
别名	剪刀草
别名	扇把草
别名	山蒲扇
中药名	银柴胡
别名	银胡
别名	银夏柴胡
别名	牛肚根
别名	沙参儿
别名	白根子
中药名	莪术
别名	文莪
别名	蓬术
别名	羌七
别名	广术
别名	黑心姜
别名	文术
中药名	桔梗
别名	梗草
别名	土人参
别名	苦桔梗
别名	白药
别名	利如
中药名	泽泻
别名	水泽
别名	如意菜
别名	水白菜
别名	水泻
别名	芒芋
别名	泽芝
别名	天鹅蛋
中药名	秦艽
别名	秦胶
别名	秦纠
别名	大艽
中药名	穿山龙
别名	穿龙骨
别名	穿地龙
别名	穿山骨
别名	狗山药
中药名	姜黄
别名	黄姜
别名	宝鼎香
中药名	前胡
别名	毛前胡
中药名	独活
别名	胡王使者
别名	香独活
别名	川独活
别名	玉活
别名	独滑
别名	长生草
中药名	重楼
别名	重楼一枝箭
别名	蚤休
别名	白甘遂
别名	草河车
别名	独脚莲
别名	重台根
中药名	香附
别名	莎草根
别名	香附子
别名	香头草
别名	雀头香
别名	雷公头
中药名	胡黄连
别名	胡连
别名	割孤露泽
中药名	骨碎补
别名	石毛姜
别名	猴姜
别名	毛姜
别名	岩姜
中药名	威灵仙
别名	老虎须
别名	铁扫帚
别名	铁脚威灵仙
别名	黑骨头
别名	黑脚威灵仙
中药名	荠苨
别名	甜桔梗
别名	土桔梗
别名	空沙参
别名	梅参
中药名	草乌
中药名	茜草
中药名	南沙参
别名	沙参
别名	知母
别名	白沙参
别名	泡参
别名	土人参
别名	志取
中药名	贯众
别名	野鸡膀子
别名	小叶贯众
别名	贯节
别名	虎卷
别名	药藻
别名	凤尾草
中药名	细辛
别名	白细辛
别名	盆草细辛
别名	金盆草
别名	少辛
别名	细草
别名	独叶草
中药名	金荞麦
别名	野荞麦
别名	铁花麦
别名	透骨消
别名	赤地利
别名	赤薛荔
别名	金锁银开
别名	贼骨头
中药名	大戟
别名	京大戟
别名	黄花大戟
别名	紫大戟
别名	下马仙
别名	黄芽大戟
中药名	狗脊
别名	金狗脊
别名	金毛狗脊
别名	黄狗脊
别名	金毛狮子
别名	黄狗头
中药名	金果榄
别名	金苦榄
别名	金古榄
别名	金牛胆
别名	铜秤锤
别名	金银袋
别名	青牛胆
别名	金狮藤
中药名	知母
别名	羊胡子根
别名	蒜辫子草
别名	昌支
别名	地参
别名	淮知母
中药名	明党参
别名	粉沙参
别名	土人参
别名	山萝卜
别名	明沙参
中药名	虎杖
别名	大叶蛇总管
别名	山大黄
别名	斑杖
别名	酸汤杆
别名	苦杖
别名	黄药子
中药名	郁金
别名	莪芩
别名	桂郁金
别名	毛莪术
别名	黄丝郁金
别名	绿丝郁金
中药名	苦参
别名	苦骨
别名	川参
别名	牛参
别名	地骨
别名	野槐根
中药名	刺五加
别名	刺楸树根
别名	刺拐棒
别名	老虎镣子
别名	刺木棒
别名	坎拐棒子
中药名	青木香
别名	马兜铃根
别名	兜铃根
别名	青藤香
中药名	附子
别名	侧子
别名	虎掌
别名	熟白附子
别名	黑附子
别名	明附片
别名	刁附
别名	川附子
中药名	羌活
别名	川羌
别名	竹节羌
别名	大头羌
别名	条羌
别名	蚕羌
别名	羌滑
别名	退风使者
别名	黑药
中药名	苎麻根
别名	苎根
别名	野苎根
别名	苎麻茹
中药名	芦根
别名	芦茅根
别名	苇根
别名	苇子根
别名	芦头
中药名	苍术
别名	南苍术
别名	茅术
别名	山精
别名	赤术
别名	仙术
中药名	两面针
别名	上山虎
别名	下山虎
别名	入地金牛
别名	两边针
中药名	赤芍
别名	赤芍药
别名	木芍药
别名	红芍药
中药名	延胡索
别名	延胡
别名	玄胡索
别名	元胡索
中药名	远志
别名	细叶远志
别名	小草
别名	葽绕
别名	棘葾
别名	苦远志
别名	小鸡眼
中药名	麦冬
别名	麦门冬
别名	沿阶草
别名	不死药
别名	禹余粮
中药名	红景天
别名	库叶红景天
别名	高山红景天
别名	仙赐草
中药名	红芪
别名	晋芪
别名	独根
别名	黑芪
别名	真盘子
中药名	防己
别名	汉防己
别名	石蟾蜍
别名	白木香
别名	山乌龟
中药名	防风
别名	铜芸
别名	茴芸
别名	屏风
别名	百韭
中药名	朱砂根
别名	凤凰肠
别名	平地木
别名	散血丹
别名	紫金牛
中药名	羊蹄
别名	东方宿
别名	败毒菜根
别名	土大黄
别名	牛蹄
中药名	百部
别名	大春根菜
别名	虱蚤草
别名	穿山薯
别名	大叶百部
别名	野天门冬
中药名	百合
别名	重迈
别名	百合蒜
别名	蒜脑薯
中药名	地黄
别名	生地
别名	怀地黄
别名	鲜地黄
别名	生烟根
中药名	白茅根
别名	丝茅根
别名	茅根
别名	毛草根
别名	甜草根
中药名	白附子
别名	禹白附
别名	牛奶白附
别名	鸡心白附
别名	野慈菇
别名	野半夏
中药名	白薇
别名	春草
别名	芒草
别名	薇草
别名	白龙须
别名	老君须
别名	龙胆白薇
中药名	白蔹
别名	山葡萄秧
别名	野番薯
别名	鹅抢蛋
别名	见肿消
中药名	白芍
别名	金芍药
别名	白芍药
中药名	白芷
别名	香白芷
别名	芷
别名	苻蒿
中药名	白前
别名	竹叶白前
别名	草白前
别名	鹅管白前
别名	嗽药
中药名	白术
别名	于术
别名	冬术
别名	浙术
别名	山蓟
别名	山精
中药名	白及
别名	白芨
别名	连及草
别名	冻疮药
别名	甘根
别名	白鸡儿
中药名	仙茅
别名	地棕
别名	独芋
别名	仙茅参
别名	独茅根
别名	仙棕
中药名	石菖蒲
别名	水剑草
别名	石蜈蚣
别名	水蜈蚣
别名	葛蒲
中药名	四叶参
别名	山海螺
别名	羊乳
别名	土党参
别名	羊乳参
别名	通乳草
中药名	山豆根
别名	广豆根
别名	苦豆根
别名	土豆根
中药名	北沙参
别名	真北沙参
别名	莱阳参
别名	辽沙参
别名	海沙参
别名	银条参
中药名	平贝母
别名	坪贝
别名	贝母
别名	平贝
中药名	龙胆
别名	胆草
别名	地胆草
别名	龙胆草
别名	四叶胆
别名	草龙胆
中药名	甘遂
别名	猫儿眼
别名	肿手花
别名	头痛花
别名	甘藳
中药名	藏菖蒲
别名	菖蒲
别名	水菖蒲
别名	白菖蒲
别名	蒲剑
别名	臭蒲
别名	泥菖蒲
别名	大菖蒲
中药名	玉竹
别名	玉术
别名	玉竹参
别名	连州竹
别名	玉竹面
中药名	水半夏
别名	土半夏
别名	半夏
别名	疯狗薯
别名	土田七
中药名	巴戟天
别名	巴戟
别名	鸡肠风
别名	兔子肠
别名	巴吉天
中药名	乌药
别名	天台乌药
别名	台乌
别名	台乌药
别名	矮樟根
别名	鲫鱼姜
中药名	升麻
别名	绿升麻
别名	西升麻
别名	空升麻
别名	周升麻
别名	鸡升麻
别名	鬼脸升麻
中药名	牛膝
别名	怀牛膝
别名	对节菜
别名	山苋菜
别名	铁平膝
别名	怀夕
别名	红牛膝
中药名	太子参
别名	四叶参
别名	童参
别名	孩儿参
别名	米参
中药名	木香
别名	蜜香
别名	青木香
别名	五香
别名	五木香
别名	南木香
别名	广木香
中药名	木防己
别名	金钥匙
别名	土木香
别名	青藤根
别名	青檀香
中药名	天葵子
别名	紫背天葵子
别名	千年老鼠屎
别名	野乌头子
别名	地丁子
别名	天葵根
中药名	天花粉
别名	川花粉
别名	栝楼根
别名	花粉
别名	楼根
中药名	天麻
别名	赤箭
别名	木浦
别名	明天麻
别名	定风草
别名	神草
别名	水洋芋
中药名	天冬
别名	天门冬
别名	小叶青
别名	三百棒
别名	大当门根
中药名	飞龙掌血
别名	飞龙斩血
别名	见血飞
别名	飞见血
别名	三百棒
中药名	川射干
别名	蓝蝴蝶
别名	土知母
别名	鸢尾
中药名	川木香
别名	木香
中药名	川牛膝
别名	甜牛膝
别名	拐牛膝
别名	天全牛膝
别名	家牛膝
中药名	川贝母
别名	卷叶贝母
别名	松贝
别名	青贝
别名	炉贝
中药名	川乌
别名	川乌头
别名	乌喙
别名	奚毒
别名	即子
别名	鸡毒
别名	毒公
别名	耿子
别名	乌头
中药名	川芎
别名	山鞠穷
别名	芎藭
别名	香果
别名	胡藭
别名	马衔
别名	西芎
别名	贯芎
中药名	千年健
别名	一包针
别名	千年见
别名	千颗针
中药名	千斤拔
别名	金鸡落地
别名	大力黄
别名	千金坠
中药名	山慈菇
别名	三道箍
别名	毛慈姑
别名	泥冰子
别名	算盘七
别名	采佩兰
中药名	山柰
别名	沙姜
别名	山辣
中药名	山药
别名	淮山
别名	山药蛋
别名	山薯
中药名	大蒜
别名	蒜头
别名	胡蒜
别名	独头蒜
中药名	野马追
别名	尖佩兰
别名	佩兰
别名	白头婆
中药名	虫牙药
别名	细叶香茶菜
别名	三姐妹
别名	轮叶香茶菜
别名	伤寒头
别名	三叉金
中药名	了哥王
别名	毒除根
别名	地棉根
别名	地谷根
别名	七麻根
别名	别南根
中药名	三丫苦
别名	三叉苦
别名	三桠苦
别名	三叉苦
别名	三叉虎
中药名	卜芥
别名	老虎耳
别名	狼毒
别名	老虎芋
别名	大附子
别名	姑婆芋
中药名	皂角
别名	大皂角
别名	皂荚
别名	大皂荚
别名	悬刀
别名	鸡栖子
中药名	蓍草
别名	一枝蒿
别名	锯齿草
别名	蜈蚣蒿
别名	飞天蜈蚣
中药名	金礞石
别名	烂石
别名	酥酥石
中药名	蓼大青叶
别名	染青草
别名	蓝叶
别名	大青
中药名	紫花前胡
中药名	刺猬皮
别名	猬皮
别名	仙人衣
中药名	盐蛇干
别名	壁虎
别名	天龙
别名	守宫
别名	蝎虎
别名	辟宫子
中药名	金钱白花蛇
别名	金钱蛇
别名	小白花蛇
